id,propositions,nl_sentence,dataset_tl
2008,"['move_to_tree', 'going_to_house']",move to tree and whenever going to house,move_to_tree&F(going_to_house)
5454,"['move_towards_trash_can', 'pick_up_peach']",move towards trash can or at any time pick up peach,move_towards_trash_can|F(pick_up_peach)
1224,"['drop_apple', 'secure_apple']",never drop apple or secure apple,G(~(drop_apple))|secure_apple
3838,"['contact_flag', 'get_to_cup']",when possible contact flag and at some time get to cup,F(contact_flag)&F(get_to_cup)
1375,"['move_around', 'move_to_house']",always move around and move to house,G(move_around)&move_to_house
4910,"['tax_apple', 'contact_flag']",when possible tax apple or whenever contact flag,F(tax_apple)|F(contact_flag)
5229,"['scoop_up_apple', 'let_go_pear']",at some time scoop up apple or don't let go pear,F(scoop_up_apple)|~(let_go_pear)
5736,"['go_by_house', 'procure_orange']",whenever go by house or when possible procure orange,F(go_by_house)|F(procure_orange)
4315,"['go_to_tree', 'go_to_waste_basket']",at some time go to tree until repeatedly go to waste basket,F(go_to_tree)UG(F(go_to_waste_basket))
3230,"['go_by_flag', 'venture_to_flag']",at any time go by flag or when possible venture to flag,F(go_by_flag)|F(venture_to_flag)
1421,"['drop_apple', 'venture_to_house']",never drop apple and when possible venture to house,G(~(drop_apple))&F(venture_to_house)
1813,"['drop_apple', 'reach_flag']",never drop apple or at any time reach flag,G(~(drop_apple))|F(reach_flag)
3590,"['have_apple', 'go_to_tree']",forever have apple and whenever go to tree,G(have_apple)&F(go_to_tree)
2466,"['take_pear', 'go_by_tree']","when take pear , at any time go by tree",take_pear->F(go_by_tree)
4469,"['move_to_tree', 'seize_pear']",move to tree or when possible seize pear,move_to_tree|F(seize_pear)
4176,"['take_to_trash_can', 'gather_pear']",take to trash can or when possible gather pear,take_to_trash_can|F(gather_pear)
1151,"['venture_towards_house', 'go_by_waste_basket']",venture towards house and whenever go by waste basket,venture_towards_house&F(go_by_waste_basket)
3904,"['proceed_to_house', 'yield_pear']",whenever proceed to house until whenever yield pear,F(proceed_to_house)UF(yield_pear)
1970,"['contact_flag', 'tax_apple']","when at any time contact flag , at any time tax apple",F(contact_flag)->F(tax_apple)
3329,"['venture_to_flag', 'go_to_pear']",at any time venture to flag until repeatedly go to pear,F(venture_to_flag)UG(F(go_to_pear))
1225,"['venture_to_house', 'secure_apple']",when possible venture to house and secure apple,F(venture_to_house)&secure_apple
5685,"['move_to_house', 'come_home']",move to house or whenever come home,move_to_house|F(come_home)
5201,"['drop_orange', 'collect_pear']",never drop orange or collect pear,G(~(drop_orange))|collect_pear
5500,"['put_in_bucket', 'put_in_bin']",put in bucket and put in bin,put_in_bucket&put_in_bin
1907,"['hold_on_to_pear', 'go_to_orange']",hold on to pear or go to orange,hold_on_to_pear|go_to_orange
1559,"['go_to_orange_bin', 'journey_by_flag']",go to orange bin means that when possible journey by flag,go_to_orange_bin->F(journey_by_flag)
2052,"['travel_to_waste_bin', 'go_visit_house']",travel to waste bin and when possible go visit house,travel_to_waste_bin&F(go_visit_house)
1737,"['make_contact_with_house', 'drop_pear']",at some time make contact with house and never drop pear,F(make_contact_with_house)&G(~(drop_pear))
1616,"['track_towards_tree', 'approach_trash_can']",whenever track towards tree and approach trash can,F(track_towards_tree)&approach_trash_can
4573,"['travel_by_tree', 'journey_to_flag']",when possible travel by tree or at any time journey to flag,F(travel_by_tree)|F(journey_to_flag)
5642,"['journey_to_tree', 'travel_by_tree']",whenever journey to tree can infer that at any time travel by tree,F(journey_to_tree)->F(travel_by_tree)
1281,"['let_go_apple', 'pick_up_fruit']",whenever let go apple or pick up fruit,F(let_go_apple)|pick_up_fruit
4819,"['let_go_pear', 'approach_tree']",don't let go pear or approach tree,~(let_go_pear)|approach_tree
3185,"['get_orange', 'venture_to_waste_basket']",at some time get orange or when possible venture to waste basket,F(get_orange)|F(venture_to_waste_basket)
5389,"['go_past_flag', 'acquire_orange']",whenever go past flag and acquire orange,F(go_past_flag)&acquire_orange
3127,"['withold_apple', 'go_visit_flag']",at any time withold apple and go visit flag,F(withold_apple)&go_visit_flag
3921,"['move_to_flag', 'scoop_up_apple']",at some time move to flag can infer that at any time scoop up apple,F(move_to_flag)->F(scoop_up_apple)
1327,"['venture_to_house', 'drop_apple']",at some time venture to house or never drop apple,F(venture_to_house)|G(~(drop_apple))
2265,"['come_to_tree', 'stop_by_house']",come to tree or at some time stop by house,come_to_tree|F(stop_by_house)
3279,"['hold_on_to_pear', 'go_to_trash_receptacle']",hold on to pear or whenever go to trash receptacle,hold_on_to_pear|F(go_to_trash_receptacle)
4472,"['reach_tree', 'pick_up_anything']",at some time reach tree or don't pick up anything,F(reach_tree)|~(F(pick_up_anything))
1287,"['go_to_transh_can', 'got_to_house']",at any time go to transh can or at some time got to house,F(go_to_transh_can)|F(got_to_house)
3617,"['put_in_bucket', 'venture_to_waste_basket']",put in bucket and whenever venture to waste basket,put_in_bucket&F(venture_to_waste_basket)
1898,"['yield_pear', 'let_go_apple']",at some time yield pear or when possible let go apple,F(yield_pear)|F(let_go_apple)
2490,"['go_to_waste_basket', 'get_to_cup']",repeatedly go to waste basket or whenever get to cup,G(F(go_to_waste_basket))|F(get_to_cup)
1087,"['go_by_waste_basket', 'bring_pear']",at any time go by waste basket until whenever bring pear,F(go_by_waste_basket)UF(bring_pear)
1292,"['hold_pear', 'get_close_tree']",hold pear and when possible get close tree,hold_pear&F(get_close_tree)
1069,"['lay_hold_of_apple', 'journey_by_flag']",when possible lay hold of apple and at any time journey by flag,F(lay_hold_of_apple)&F(journey_by_flag)
2765,"['stop_by_flag', 'capture_pear']",stop by flag and at any time capture pear,stop_by_flag&F(capture_pear)
1685,"['venture_to_house', 'venture_to_house']","if whenever venture to house , whenever venture to house",F(venture_to_house)->F(venture_to_house)
4372,"['go_to_trash_can', 'take_apple']",whenever go to trash can or take apple,F(go_to_trash_can)|take_apple
1612,"['venture_towards_house', 'venture_towards_house']",venture towards house and venture towards house,venture_towards_house&venture_towards_house
1407,"['move_past_trash_can', 'gather_apple']",whenever move past trash can or gather apple,F(move_past_trash_can)|gather_apple
2324,"['migrate_to_tree', 'move_near_tree']",at any time migrate to tree or when possible move near tree,F(migrate_to_tree)|F(move_near_tree)
1563,"['present_at_flag', 'venture_to_house']",at some time present at flag until whenever venture to house,F(present_at_flag)UF(venture_to_house)
3966,"['acquire_orange', 'drop_apple']",acquire orange or never drop apple,acquire_orange|G(~(drop_apple))
4617,"['visit_tree', 'steal_apple']",visit tree or whenever steal apple,visit_tree|F(steal_apple)
1688,"['have_pear', 'hold_on_pear']",when possible have pear and always hold on pear,F(have_pear)&G(hold_on_pear)
5984,"['travel_to_house', 'put_in_apple_bucket']",when possible travel to house or put in apple bucket,F(travel_to_house)|put_in_apple_bucket
1842,"['take_to_trash_can', 'yield_pear']",take to trash can or whenever yield pear,take_to_trash_can|F(yield_pear)
3195,"['go_to_trash_can', 'acquire_orange']",when possible go to trash can and acquire orange,F(go_to_trash_can)&acquire_orange
3149,"['take_apple', 'go_by_tree']",take apple or when possible go by tree,take_apple|F(go_by_tree)
1803,"['drop_orange', 'go_by_flag']",drop orange and when possible go by flag,drop_orange&F(go_by_flag)
1886,"['reach_flag', 'drop_apple']",when possible reach flag and never drop apple,F(reach_flag)&G(~(drop_apple))
2666,"['visit_house', 'drop_pear']",at some time visit house or never drop pear,F(visit_house)|G(~(drop_pear))
3665,"['acquire_pear', 'obtain_orange']",whenever acquire pear until when possible obtain orange,F(acquire_pear)UF(obtain_orange)
1521,"['go_by_waste_basket', 'withhold_apple']",whenever go by waste basket or whenever withhold apple,F(go_by_waste_basket)|F(withhold_apple)
1043,"['venture_to_house', 'present_at_flag']",when possible venture to house or when possible present at flag,F(venture_to_house)|F(present_at_flag)
1342,"['venture_towards_house', 'secure_apple']",venture towards house until secure apple,venture_towards_houseUsecure_apple
4694,"['go_to_orange', 'scoop_up_apple']",go to orange or when possible scoop up apple,go_to_orange|F(scoop_up_apple)
3918,"['obtain_pear', 'make_way_for_tree']",when possible obtain pear and at some time make way for tree,F(obtain_pear)&F(make_way_for_tree)
1951,"['make_to_flag', 'grip_apple']",whenever make to flag or grip apple,F(make_to_flag)|grip_apple
3318,"['go_by_house', 'move_to_house']",whenever go by house or move to house,F(go_by_house)|move_to_house
1544,"['reach_flag', 'venture_towards_house']",when possible reach flag until venture towards house,F(reach_flag)Uventure_towards_house
5599,"['contact_flag', 'take_to_tree']",whenever contact flag or take to tree,F(contact_flag)|take_to_tree
1132,"['venture_to_house', 'withhold_apple']",whenever venture to house and at some time withhold apple,F(venture_to_house)&F(withhold_apple)
1151,"['move_to_trash_can', 'going_to_house']",move to trash can or at any time going to house,move_to_trash_can|F(going_to_house)
1838,"['go_by_waste_bin', 'secure_apple']",go by waste bin or secure apple,go_by_waste_bin|secure_apple
3771,"['get_hold_of_orange', 'go_near_pear']",whenever get hold of orange and at any time go near pear,F(get_hold_of_orange)&F(go_near_pear)
2326,"['go_near_pear', 'let_go_apple']",at any time go near pear and never let go apple,F(go_near_pear)&G(~(let_go_apple))
2976,"['travel_house', 'get_pear']",when possible travel house or at any time get pear,F(travel_house)|F(get_pear)
2711,"['gather_pear', 'have_possession_of_apple']",at any time gather pear or at any time have possession of apple,F(gather_pear)|F(have_possession_of_apple)
4457,"['reach_trash_can', 'put_in_apple_bucket']",reach trash can or put in apple bucket,reach_trash_can|put_in_apple_bucket
3471,"['grasp_pear', 'go_visit_house']","when at any time grasp pear , whenever go visit house",F(grasp_pear)->F(go_visit_house)
5772,"['grab_pear', 'let_go_apple']",at any time grab pear or never let go apple,F(grab_pear)|G(~(let_go_apple))
3950,"['pick_up_pear', 'let_go_apple']",pick up pear or never let go apple,pick_up_pear|G(~(let_go_apple))
5465,"['drop_by', 'going_to_flag']",drop by or whenever going to flag,drop_by|F(going_to_flag)
4848,"['travel_to_flag', 'move_to_house']",at some time travel to flag or move to house,F(travel_to_flag)|move_to_house
1836,"['advance_to_house', 'seize_pear']",at some time advance to house until at some time seize pear,F(advance_to_house)UF(seize_pear)
5011,"['proceed_to_house', 'let_go_apple']","if whenever proceed to house , never let go apple",F(proceed_to_house)->G(~(let_go_apple))
2399,"['travel_to_apple', 'be_in_houses_vicinity']",travel to apple until at any time be in house's vicinity,travel_to_appleUF(be_in_houses_vicinity)
2145,"['make_contact_with_house', 'go_past_house']",whenever make contact with house and at some time go past house,F(make_contact_with_house)&F(go_past_house)
1239,"['pass_by_house', 'touch_flag']",whenever pass by house and always touch flag,F(pass_by_house)&G(touch_flag)
2426,"['keep_apple', 'withdraw_pear']",keep apple or at any time withdraw pear,keep_apple|F(withdraw_pear)
2770,"['pick_up_fruit', 'visit_waste_basket']",pick up fruit and at any time visit waste basket,pick_up_fruit&F(visit_waste_basket)
3222,"['pick_up_pear', 'procure_orange']",pick up pear or at some time procure orange,pick_up_pear|F(procure_orange)
1041,"['reach_tree', 'withold_apple']",at any time reach tree until whenever withold apple,F(reach_tree)UF(withold_apple)
2258,"['go_near_flag', 'get_hold_orange']",whenever go near flag or at any time get hold orange,F(go_near_flag)|F(get_hold_orange)
3133,"['acquire_apple', 'start_going_to_tree']",acquire apple or at some time start going to tree,acquire_apple|F(start_going_to_tree)
1061,"['drop_apple', 'present_at_flag']",never drop apple or at some time present at flag,G(~(drop_apple))|F(present_at_flag)
2442,"['migrate_to_tree', 'take_to_trashcan']",when possible migrate to tree or take to trashcan,F(migrate_to_tree)|take_to_trashcan
1493,"['pick_up_fruit', 'yield_pear']",pick up fruit and when possible yield pear,pick_up_fruit&F(yield_pear)
3572,"['go_past_house', 'pass_by_trash_bin']","if at any time go past house , whenever pass by trash bin",F(go_past_house)->F(pass_by_trash_bin)
1051,"['secure_apple', 'venture_to_house']",secure apple and whenever venture to house,secure_apple&F(venture_to_house)
2375,"['touch_house', 'let_go_apple']",when possible touch house or whenever let go apple,F(touch_house)|F(let_go_apple)
4740,"['gather_apple', 'grab_pear']",gather apple or when possible grab pear,gather_apple|F(grab_pear)
1395,"['go_near_house', 'get_to_flag']",when possible go near house and when possible get to flag,F(go_near_house)&F(get_to_flag)
1758,"['got_to_house', 'go_to_orange_bin']",whenever got to house until go to orange bin,F(got_to_house)Ugo_to_orange_bin
1068,"['reach_flag', 'bring_pear']",whenever reach flag or at some time bring pear,F(reach_flag)|F(bring_pear)
1334,"['keep_apple', 'drop_pear']",keep apple or drop pear,keep_apple|drop_pear
1180,"['travel_to_flag', 'grab_orange']",when possible travel to flag until at some time grab orange,F(travel_to_flag)UF(grab_orange)
2193,"['go_by_house', 'visit_house']",when possible go by house means that when possible visit house,F(go_by_house)->F(visit_house)
1096,"['journey_by_flag', 'drop_orange']",when possible journey by flag or never drop orange,F(journey_by_flag)|G(~(drop_orange))
1480,"['go_by_waste_bin', 'present_at_flag']",go by waste bin means that when possible present at flag,go_by_waste_bin->F(present_at_flag)
4146,"['pick_up_pear', 'gather_orange']",pick up pear or gather orange,pick_up_pear|gather_orange
1282,"['drop_apple', 'venture_to_house']",never drop apple or whenever venture to house,G(~(drop_apple))|F(venture_to_house)
1649,"['go_by_waste_basket', 'go_by_waste_basket']",whenever go by waste basket can infer that at some time go by waste basket,F(go_by_waste_basket)->F(go_by_waste_basket)
1590,"['drop_apple', 'withhold_apple']",never drop apple or at any time withhold apple,G(~(drop_apple))|F(withhold_apple)
5214,"['go_to_waste_basket', 'venture_house']",repeatedly go to waste basket and whenever venture house,G(F(go_to_waste_basket))&F(venture_house)
2354,"['journey_by_house', 'contact_house']",at any time journey by house or at some time contact house,F(journey_by_house)|F(contact_house)
1015,"['drop_pear', 'get_hold_of_orange']",never drop pear or whenever get hold of orange,G(~(drop_pear))|F(get_hold_of_orange)
3974,"['grasp_apple', 'going_to_tree']",at some time grasp apple and going to tree,F(grasp_apple)&going_to_tree
5874,"['have_possession_of_apple', 'drop_pear']",whenever have possession of apple or never drop pear,F(have_possession_of_apple)|G(~(drop_pear))
4237,"['capture_pear', 'go_to_home']",at any time capture pear until at some time go to home,F(capture_pear)UF(go_to_home)
2332,"['moving', 'venture_flag']",forever moving or whenever venture flag,G(moving)|F(venture_flag)
4631,"['pick_up_fruit', 'collect_apple']","if pick up fruit , at some time collect apple",pick_up_fruit->F(collect_apple)
1855,"['make_way_waste_basket', 'make_way_waste_basket']",at some time make way waste basket or when possible make way waste basket,F(make_way_waste_basket)|F(make_way_waste_basket)
1091,"['venture_to_house', 'go_by_waste_bin']",whenever venture to house and go by waste bin,F(venture_to_house)&go_by_waste_bin
1002,"['drop_orange', 'have_pear']",never drop orange and when possible have pear,G(~(drop_orange))&F(have_pear)
1477,"['venture_to_house', 'reach_flag']",at any time venture to house and at any time reach flag,F(venture_to_house)&F(reach_flag)
2216,"['proceed_to_house', 'pass_by_trash_bin']",whenever proceed to house or at some time pass by trash bin,F(proceed_to_house)|F(pass_by_trash_bin)
1740,"['take_to_trashcan', 'approach_trash_can']",take to trashcan or approach trash can,take_to_trashcan|approach_trash_can
4119,"['drop_pear', 'pick_up_orange']",never drop pear or pick up orange,G(~(drop_pear))|pick_up_orange
5493,"['let_go_pear', 'snatch_pear']",don't let go pear until at any time snatch pear,~(let_go_pear)UF(snatch_pear)
5398,"['pass_by_trash_bin', 'seize_apple']",at any time pass by trash bin or seize apple,F(pass_by_trash_bin)|seize_apple
2758,"['move_forward_trash_can', 'be_near_tree']",whenever move forward trash can and at some time be near tree,F(move_forward_trash_can)&F(be_near_tree)
2247,"['go_to_trashcan', 'grab_tree']","if when possible go to trashcan , repeatedly grab tree",F(go_to_trashcan)->G(F(grab_tree))
1884,"['secure_apple', 'drop_apple']",secure apple and never drop apple,secure_apple&G(~(drop_apple))
1149,"['got_to_house', 'venture_flag']",at any time got to house means that at some time venture flag,F(got_to_house)->F(venture_flag)
2045,"['get_hold_of_pear', 'gather_orange']","when get hold of pear , gather orange",get_hold_of_pear->gather_orange
1203,"['let_go_orange', 'take_to_trashcan']",do not let go orange or take to trashcan,~(let_go_orange)|take_to_trashcan
4492,"['go_to_tree', 'haul_pear']",at some time go to tree and at some time haul pear,F(go_to_tree)&F(haul_pear)
4976,"['go_home', 'touch_flag']",when possible go home and forever touch flag,F(go_home)&G(touch_flag)
4960,"['walk', 'journey_by_house']","when walk , at some time journey by house",walk->F(journey_by_house)
1786,"['go_by_house', 'travel_by_tree']",whenever go by house until whenever travel by tree,F(go_by_house)UF(travel_by_tree)
1294,"['venture_to_house', 'reach_flag']",when possible venture to house or when possible reach flag,F(venture_to_house)|F(reach_flag)
1943,"['visit_tree', 'go_past_house']",visit tree and at any time go past house,visit_tree&F(go_past_house)
5330,"['grasp_apple', 'get_hold_apple']",when possible grasp apple or at some time get hold apple,F(grasp_apple)|F(get_hold_apple)
2555,"['visit_flag', 'venture_to_waste_basket']",at some time visit flag or when possible venture to waste basket,F(visit_flag)|F(venture_to_waste_basket)
1027,"['got_to_house', 'venture_flag']",whenever got to house and whenever venture flag,F(got_to_house)&F(venture_flag)
3115,"['hold_on_to_pear', 'scoop_up_pear']",hold on to pear can infer that at some time scoop up pear,hold_on_to_pear->F(scoop_up_pear)
4042,"['take_apple', 'let_go_apple']",take apple and at some time let go apple,take_apple&F(let_go_apple)
1373,"['go_near_house', 'keep_apple']",at some time go near house or keep apple,F(go_near_house)|keep_apple
4657,"['travel_to_flag', 'go_past_flag']",when possible travel to flag until at some time go past flag,F(travel_to_flag)UF(go_past_flag)
2743,"['walk', 'procure_pear']",walk and when possible procure pear,walk&F(procure_pear)
1520,"['go_by_waste_basket', 'go_by_waste_basket']",at any time go by waste basket or at some time go by waste basket,F(go_by_waste_basket)|F(go_by_waste_basket)
2312,"['visit_tree', 'go_to_house']",visit tree or at any time go to house,visit_tree|F(go_to_house)
1178,"['capture_pear', 'let_go_apple']",at any time capture pear until never let go apple,F(capture_pear)UG(~(let_go_apple))
3422,"['acquire_apple', 'approach_tree']",acquire apple and approach tree,acquire_apple&approach_tree
2923,"['scoop_up_pear', 'travel_by_tree']",at some time scoop up pear or whenever travel by tree,F(scoop_up_pear)|F(travel_by_tree)
2067,"['stay', 'get_to_tree']",always stay or get to tree,G(stay)|get_to_tree
1577,"['snatch_up_pear', 'have_in_orange']",snatch up pear or always have in orange,snatch_up_pear|G(have_in_orange)
1852,"['travel_by_tree', 'procure_pear']",at some time travel by tree and when possible procure pear,F(travel_by_tree)&F(procure_pear)
1214,"['venture_to_house', 'withhold_apple']",whenever venture to house or at any time withhold apple,F(venture_to_house)|F(withhold_apple)
1323,"['move_past_trash_can', 'gather_pear']",at any time move past trash can and whenever gather pear,F(move_past_trash_can)&F(gather_pear)
1033,"['move_towards_trash_can', 'gather_apple']",move towards trash can or gather apple,move_towards_trash_can|gather_apple
1443,"['visit_flag', 'let_go_pear']",at any time visit flag and do not let go pear,F(visit_flag)&~(let_go_pear)
3082,"['gather_orange', 'proceed_to_tree']",gather orange until when possible proceed to tree,gather_orangeUF(proceed_to_tree)
1190,"['reach_flag', 'venture_to_house']",at some time reach flag or at any time venture to house,F(reach_flag)|F(venture_to_house)
1102,"['travel_to_apple', 'be_in_houses_vicinity']",travel to apple and at any time be in house's vicinity,travel_to_apple&F(be_in_houses_vicinity)
1198,"['come_to_tree', 'start_going_to_house']",come to tree or at some time start going to house,come_to_tree|F(start_going_to_house)
4534,"['stand_by_tree', 'walk_to_flag']",when possible stand by tree until at any time walk to flag,F(stand_by_tree)UF(walk_to_flag)
2279,"['go_to_flag', 'visit_waste_basket']",when possible go to flag and whenever visit waste basket,F(go_to_flag)&F(visit_waste_basket)
5006,"['visit_tree', 'advance_to_house']",visit tree or at any time advance to house,visit_tree|F(advance_to_house)
4328,"['pick_up_apple', 'take_apple']",at any time pick up apple or take apple,F(pick_up_apple)|take_apple
5308,"['go_past_house', 'tax_apple']",at any time go past house until at any time tax apple,F(go_past_house)UF(tax_apple)
1842,"['present_at_flag', 'drop_apple']","if at any time present at flag , never drop apple",F(present_at_flag)->G(~(drop_apple))
5541,"['grasp_pear', 'visit_tree']",at any time grasp pear or visit tree,F(grasp_pear)|visit_tree
3038,"['pass_by_house', 'hold_on_to_pear']",at any time pass by house or hold on to pear,F(pass_by_house)|hold_on_to_pear
1428,"['go_by_waste_bin', 'go_by_waste_basket']",go by waste bin and at some time go by waste basket,go_by_waste_bin&F(go_by_waste_basket)
2157,"['make_way_waste_basket', 'let_go_pear']",at any time make way waste basket or don't let go pear,F(make_way_waste_basket)|~(let_go_pear)
4063,"['put_in_apple_bucket', 'venture_to_flag']",put in apple bucket and at any time venture to flag,put_in_apple_bucket&F(venture_to_flag)
3640,"['advance_to_house', 'obtain_pear']",at some time advance to house or when possible obtain pear,F(advance_to_house)|F(obtain_pear)
1655,"['drop_apple', 'present_at_flag']",never drop apple or at some time present at flag,G(~(drop_apple))|F(present_at_flag)
1994,"['venture_to_house', 'bring_pear']",at some time venture to house and at any time bring pear,F(venture_to_house)&F(bring_pear)
1532,"['approach_flag', 'venture_to_waste_basket']",when possible approach flag until at some time venture to waste basket,F(approach_flag)UF(venture_to_waste_basket)
2175,"['go_to_waste_basket', 'contact_flag']",repeatedly go to waste basket or at some time contact flag,G(F(go_to_waste_basket))|F(contact_flag)
1821,"['go_to_home', 'hold_orange']",when possible go to home until hold orange,F(go_to_home)Uhold_orange
4344,"['have_possession_of_apple', 'hold_orange']",whenever have possession of apple or hold orange,F(have_possession_of_apple)|hold_orange
2078,"['get_near_flag', 'move_near_tree']",whenever get near flag or at any time move near tree,F(get_near_flag)|F(move_near_tree)
2307,"['let_go_pear', 'stop_by_house']",don't let go pear and at some time stop by house,~(let_go_pear)&F(stop_by_house)
2207,"['get_hold_of_pear', 'obtain_apple']",get hold of pear and whenever obtain apple,get_hold_of_pear&F(obtain_apple)
2060,"['grab_tree', 'got_to_house']",repeatedly grab tree or whenever got to house,G(F(grab_tree))|F(got_to_house)
1246,"['go_to_trashcan', 'move_to_trashcan']",when possible go to trashcan or move to trashcan,F(go_to_trashcan)|move_to_trashcan
3040,"['travel_house', 'journey_to_house']",at some time travel house until whenever journey to house,F(travel_house)UF(journey_to_house)
3602,"['proceed_to_house', 'put_in_apple_bucket']",whenever proceed to house until put in apple bucket,F(proceed_to_house)Uput_in_apple_bucket
5292,"['move_to_house', 'scoop_up_pear']",move to house or at any time scoop up pear,move_to_house|F(scoop_up_pear)
5928,"['travel_to_waste_bin', 'be_at_flag']",travel to waste bin or at some time be at flag,travel_to_waste_bin|F(be_at_flag)
1847,"['come_to_tree', 'grip_apple']",come to tree until grip apple,come_to_treeUgrip_apple
2012,"['hold_on_pear', 'migrate_to_tree']",forever hold on pear and at any time migrate to tree,G(hold_on_pear)&F(migrate_to_tree)
2074,"['visit_trash_bin', 'go_to_trashcan']",at any time visit trash bin or at some time go to trashcan,F(visit_trash_bin)|F(go_to_trashcan)
2531,"['hold_apple', 'scoop_up_apple']",hold apple until when possible scoop up apple,hold_appleUF(scoop_up_apple)
1242,"['go_by_waste_bin', 'go_by_waste_bin']",go by waste bin and go by waste bin,go_by_waste_bin&go_by_waste_bin
3865,"['go_to_tree', 'move_towards_trash_can']",whenever go to tree or move towards trash can,F(go_to_tree)|move_towards_trash_can
1587,"['pick_up_pear', 'let_go_apple']",pick up pear or never let go apple,pick_up_pear|G(~(let_go_apple))
3235,"['obtain_apple', 'reach_tree']",at any time obtain apple or when possible reach tree,F(obtain_apple)|F(reach_tree)
3001,"['contact_house', 'stop_by_flag']",whenever contact house or stop by flag,F(contact_house)|stop_by_flag
4887,"['acquire_pear', 'procure_apple']",when possible acquire pear or procure apple,F(acquire_pear)|procure_apple
4576,"['going_to_tree', 'pick_up_flag']",going to tree and pick up flag,going_to_tree&pick_up_flag
4916,"['grasp_pear', 'go_to_flag']",when possible grasp pear can infer that whenever go to flag,F(grasp_pear)->F(go_to_flag)
1162,"['withhold_apple', 'secure_apple']",at any time withhold apple or secure apple,F(withhold_apple)|secure_apple
2757,"['travel_to_tree', 'let_go_orange']",travel to tree or never let go orange,travel_to_tree|G(~(let_go_orange))
4629,"['approach_house', 'secure_pear']",at any time approach house or at some time secure pear,F(approach_house)|F(secure_pear)
1982,"['withhold_apple', 'present_at_flag']",whenever withhold apple or when possible present at flag,F(withhold_apple)|F(present_at_flag)
4090,"['drop_apple', 'move_towards_trash_can']",never drop apple and move towards trash can,G(~(drop_apple))&move_towards_trash_can
1422,"['move_past_trash_can', 'collect_pear']",whenever move past trash can or collect pear,F(move_past_trash_can)|collect_pear
4236,"['go_to_bucket', 'procure_orange']",go to bucket and when possible procure orange,go_to_bucket&F(procure_orange)
3206,"['make_way_to_house', 'hold_orange']",repeatedly make way to house or hold orange,G(F(make_way_to_house))|hold_orange
1645,"['drop_pear', 'go_to_house']",never drop pear or at some time go to house,G(~(drop_pear))|F(go_to_house)
1985,"['take_orange', 'scoop_up_pear']",take orange or when possible scoop up pear,take_orange|F(scoop_up_pear)
3055,"['move_to_house', 'stop_by_trash_can']",move to house and at any time stop by trash can,move_to_house&F(stop_by_trash_can)
1993,"['secure_apple', 'secure_apple']",secure apple and secure apple,secure_apple&secure_apple
3536,"['going_to_house', 'go_to_flag']",whenever going to house or whenever go to flag,F(going_to_house)|F(go_to_flag)
1200,"['approach_house', 'touch_house']",whenever approach house and at any time touch house,F(approach_house)&F(touch_house)
1154,"['walk_to_flag', 'procure_apple']",at any time walk to flag or procure apple,F(walk_to_flag)|procure_apple
2055,"['procure_orange', 'go_to_trash_receptacle']",when possible procure orange until whenever go to trash receptacle,F(procure_orange)UF(go_to_trash_receptacle)
1996,"['approach_trash_can', 'go_near_house']",approach trash can and when possible go near house,approach_trash_can&F(go_near_house)
2556,"['go_to_waste_basket', 'touch_tree']",repeatedly go to waste basket or whenever touch tree,G(F(go_to_waste_basket))|F(touch_tree)
1017,"['have_in_orange', 'visit_trash_bin']",forever have in orange or at some time visit trash bin,G(have_in_orange)|F(visit_trash_bin)
3935,"['gather_apple', 'let_go_pear']",gather apple or don't let go pear,gather_apple|~(let_go_pear)
1632,"['take_to_trash_can', 'have_apple']",take to trash can and forever have apple,take_to_trash_can&G(have_apple)
1275,"['make_way_waste_basket', 'stop_by_house']",whenever make way waste basket or at some time stop by house,F(make_way_waste_basket)|F(stop_by_house)
1800,"['secure_apple', 'withhold_apple']",secure apple or at some time withhold apple,secure_apple|F(withhold_apple)
1390,"['gather_apple', 'reach_trash_can']",gather apple and reach trash can,gather_apple&reach_trash_can
3733,"['go_past_flag', 'withold_apple']",at some time go past flag or at any time withold apple,F(go_past_flag)|F(withold_apple)
1758,"['make_your_way_flag', 'acquire_pear']",at any time make your way flag and whenever acquire pear,F(make_your_way_flag)&F(acquire_pear)
3375,"['take_to_tree', 'go_past_flag']",take to tree can infer that whenever go past flag,take_to_tree->F(go_past_flag)
3574,"['go_by_house', 'steal_apple']",at any time go by house or when possible steal apple,F(go_by_house)|F(steal_apple)
1826,"['drop_apple', 'present_at_flag']",never drop apple or when possible present at flag,G(~(drop_apple))|F(present_at_flag)
3829,"['have_apple', 'secure_pear']",always have apple until whenever secure pear,G(have_apple)UF(secure_pear)
5038,"['let_go_apple', 'move_forward_trash_can']",whenever let go apple or whenever move forward trash can,F(let_go_apple)|F(move_forward_trash_can)
1238,"['grab_flag', 'grab_tree']",at any time grab flag or repeatedly grab tree,F(grab_flag)|G(F(grab_tree))
4016,"['hold_on_to_pear', 'scoop_up_apple']",hold on to pear until whenever scoop up apple,hold_on_to_pearUF(scoop_up_apple)
2402,"['grab_orange', 'let_go_apple']",at some time grab orange or never let go apple,F(grab_orange)|G(~(let_go_apple))
1524,"['venture_flag', 'travel_to_apple']",whenever venture flag or travel to apple,F(venture_flag)|travel_to_apple
1247,"['move_to_trashcan', 'migrate_to_tree']",move to trashcan and at any time migrate to tree,move_to_trashcan&F(migrate_to_tree)
